,area,title,desc,title+desc
1830,water management,eficiencia hídrica en establecimientos municipales de alto consumo hídrico,"implementación de sistemas regulación de la presión del sistema de abastecimiento de agua potable de los 12 establecimientos educacionales de providencia, logrando ahorros de promedio de un 40% del consumo hídrico. esta tecnología permite regular la presión del agua según el horario y uso específico, logrando además identificar la existencia de filtraciones y cualquier tipo de pérdida de agua.actualmente existen importantes problemas de ineficiencia y mala utilización del agua, sumado al déficit económico en el ámbito educacional, por lo cual, iniciativas de ahorro impulsan mejor gestión económica y ambiental. la regulación de la presión genera resultados concretos, comprobables e inmediatos. el potencial de ahorro es variable según la infraestructura de cada establecimiento pero existen casos reportados en la rm donde los ahorros llegan al 78% del consumo total. en promedio por colegio se proyectan ahorros sobre los 10.000 m3 /año equivalentes a 4 piscinas olímpicas.es importante considerar que los ahorros de consumo de agua amortiguan los costos asociados a inversión","eficiencia hídrica en establecimientos municipales de alto consumo hídrico. implementación de sistemas regulación de la presión del sistema de abastecimiento de agua potable de los 12 establecimientos educacionales de providencia, logrando ahorros de promedio de un 40% del consumo hídrico. esta tecnología permite regular la presión del agua según el horario y uso específico, logrando además identificar la existencia de filtraciones y cualquier tipo de pérdida de agua.actualmente existen importantes problemas de ineficiencia y mala utilización del agua, sumado al déficit económico en el ámbito educacional, por lo cual, iniciativas de ahorro impulsan mejor gestión económica y ambiental. la regulación de la presión genera resultados concretos, comprobables e inmediatos. el potencial de ahorro es variable según la infraestructura de cada establecimiento pero existen casos reportados en la rm donde los ahorros llegan al 78% del consumo total. en promedio por colegio se proyectan ahorros sobre los 10.000 m3 /año equivalentes a 4 piscinas olímpicas.es importante considerar que los ahorros de consumo de agua amortiguan los costos asociados a inversión"
1831,energy efficiency (including public lighting),domestic energy efficiency retrofit programme,"large scale external fabric retrofit programme - nottingham has around 5,500 solid brick or system built council houses that require external wall insulation and other fabric energy efficiency measures, and could benefit from solar pv on roofs.nottingham has been pioneering approaches utilising modern construction methods, such as panelisation and offsite manufacture through its energiesprong programme, to deliver deep retrofit with high quality, guaranteed performance and low disruption to occupiers. however, these approaches need delivery at scale to truly realise their potential and drive down costs.   a programme at the scale of 1,000 properties per year would be a game changer in driving the development of a new locally-based industry to manufacture and install high quality external wall insulation and other measures, using modern construction methods and offsite manufacture.based on nottingham’s experience, there is currently a funding gap in the order of £25k between the cost of offsite manufacture external fabric measures and the investment that can be justified based on long-term maintenance savings, property value increases and other revenues. this will decrease through economies of scale and innovation in approach.given nottingham’s experience and current programme, and its in-depth knowledge of the supply chain, it is very well place to scale up fast.  our current projects have shown a lack of capacity and capability in the supply chain to deliver the required solutions at a cost effective price point, so our programme will need to start scaling up gradually, with a target of achieving 1000 per year once capacity is built","domestic energy efficiency retrofit programme. large scale external fabric retrofit programme - nottingham has around 5,500 solid brick or system built council houses that require external wall insulation and other fabric energy efficiency measures, and could benefit from solar pv on roofs.nottingham has been pioneering approaches utilising modern construction methods, such as panelisation and offsite manufacture through its energiesprong programme, to deliver deep retrofit with high quality, guaranteed performance and low disruption to occupiers. however, these approaches need delivery at scale to truly realise their potential and drive down costs.   a programme at the scale of 1,000 properties per year would be a game changer in driving the development of a new locally-based industry to manufacture and install high quality external wall insulation and other measures, using modern construction methods and offsite manufacture.based on nottingham’s experience, there is currently a funding gap in the order of £25k between the cost of offsite manufacture external fabric measures and the investment that can be justified based on long-term maintenance savings, property value increases and other revenues. this will decrease through economies of scale and innovation in approach.given nottingham’s experience and current programme, and its in-depth knowledge of the supply chain, it is very well place to scale up fast.  our current projects have shown a lack of capacity and capability in the supply chain to deliver the required solutions at a cost effective price point, so our programme will need to start scaling up gradually, with a target of achieving 1000 per year once capacity is built"
1833,transport,ev charger network deployment,"the city of fredericton recognizes that our residents are beginning to adopt zero emissions vehicles but that range anxiety and the lack of awareness of and trust in zevs is still a major barrier for adoption. in 2023, the city will deploy 10 chargers at public facilities. we have identified a number of potential future locations and done some work to determine the number of stations required. we recognize that there is a need to roll out a charging network faster but public funds are limited","ev charger network deployment. the city of fredericton recognizes that our residents are beginning to adopt zero emissions vehicles but that range anxiety and the lack of awareness of and trust in zevs is still a major barrier for adoption. in 2023, the city will deploy 10 chargers at public facilities. we have identified a number of potential future locations and done some work to determine the number of stations required. we recognize that there is a need to roll out a charging network faster but public funds are limited"
1834,water management,project “anti-flood activities in bolderaja”,"the key goal of the project is to adapt to climate change by reducing the high risk of flood in bolderaja neighborhood and providing the inhabitants with a quality living environment, as well as the competitiveness of the economic activity and the future development.project duration: 2018-2021project budget: total costs eur 4 524 705.88, including eur 3 846 000 from the european regional development fund (erdf)more information about project (only in latvian) http://www.rdpad.lv/portfolio/bolderajas-pretpludu-pasakumi/","project “anti-flood activities in bolderaja”. the key goal of the project is to adapt to climate change by reducing the high risk of flood in bolderaja neighborhood and providing the inhabitants with a quality living environment, as well as the competitiveness of the economic activity and the future development.project duration: 2018-2021project budget: total costs eur 4 524 705.88, including eur 3 846 000 from the european regional development fund (erdf)more information about project (only in latvian) http://www.rdpad.lv/portfolio/bolderajas-pretpludu-pasakumi/"
1835,renewable energy,alfouvar photovoltaic park,"the alfouvar photovoltaic park has about nine thousand and two hundred photovoltaic panels, totaling 2.2 mw of installed capacity, which will produce 2 gwh of renewable electricity annually. sintra has been committed to promoting sustainable development, supporting investments with a strong environmental component and contributing to economic growth and job creation, such as the alfouvar photovoltaic park. the project represented an investment of € 4,500,000","alfouvar photovoltaic park. the alfouvar photovoltaic park has about nine thousand and two hundred photovoltaic panels, totaling 2.2 mw of installed capacity, which will produce 2 gwh of renewable electricity annually. sintra has been committed to promoting sustainable development, supporting investments with a strong environmental component and contributing to economic growth and job creation, such as the alfouvar photovoltaic park. the project represented an investment of € 4,500,000"
1836,public and green spaces,reforestación costa verde,reforestación de la costa verde (acantilado y zona baja) en lo correspondiente a la jurisdicción del distrito. el proyecto aun se encuentra en definición y elaboración  de propuesta,reforestación costa verde. reforestación de la costa verde (acantilado y zona baja) en lo correspondiente a la jurisdicción del distrito. el proyecto aun se encuentra en definición y elaboración  de propuesta
1837,nature-based solutions,biomass heating,wakefield council has two biomass boilers. one of these runs at our carwood road depot. the second is at the wakefield one building and is not currently running. there is a project underway to recommission this second biomass boiler,biomass heating. wakefield council has two biomass boilers. one of these runs at our carwood road depot. the second is at the wakefield one building and is not currently running. there is a project underway to recommission this second biomass boiler
1840,renewable energy,microgrids at critical facilities,"as part of its pending climate action plan, princeton is looking to implement microgrids with renewable energy at its critical facilities, e.g, police station, fire department, sewage treatment facility. the attached analysis was provided to princeton by the u.s. doe’s new york-new jersey combined heat and power technical assistance partnership to help asses the potential for microgrids at its critical facilities. additional work remains to be done but the analysis can serve as a basis for a potential project","microgrids at critical facilities. as part of its pending climate action plan, princeton is looking to implement microgrids with renewable energy at its critical facilities, e.g, police station, fire department, sewage treatment facility. the attached analysis was provided to princeton by the u.s. doe’s new york-new jersey combined heat and power technical assistance partnership to help asses the potential for microgrids at its critical facilities. additional work remains to be done but the analysis can serve as a basis for a potential project"
1841,waste management (including waste recycling),mise en place de filieres rep circulaires pour la gestion des dechets secs,"objet l’objectif du projet est de proposer des structures types d’éco-organisme capable d’assurer une gestion circulaire des déchets secs en vue d’atteindre le cap de zéro déchet à la décharge. résultats attendusa travers ce projet l’ieca espère récolter les résultats ci-dessous : •des cadres types (technique, organisations financières) de mise en œuvre des filières de collecte, de valorisation et/ou de réutilisation des déchets secs sont identifiés •un cahier des charges type de l’éco-organisme est élaboré•un programme de renforcement des capacités des acteurs de la gestion des déchets est élaboré•un programme de sensibilisation des consommateurs est lancé.description de la situationl’économie circulaire s’inscrit dans un projet de société, dont la mise en œuvre implique la le territoire du grand abidjan produit 6000 t de déchets par jour dont 4000 sont collectés et entreposés dans un centre d’enfouissement technique à 41 km du centre-ville. les déchets secs représentent 16% des déchets produits sur le territoire. la gestion des déchets ménagers est du ressort de l’agence nationale de la gestion de déchets, qui a octroyé par appel d’offre les marchés à 2 entreprises pour une période qui s’achève en 2025.  la tutelle de cette agence fait partie de l’organe de décision de l’institut de l’economie circulaire d’abidjan (ieca) créé par le district autonome d’abidjan. le conseil d’orientation de l’ieca a jugé prioritaire, la mise en œuvre des actions de valorisation des déchets secs dont la gestion actuelle par le secteur informel pourrait engendrer des sommes importantes pouvant couvrir les charges de collecte et de mise en dépôt actuellement pratiquées.  en application du principe de la responsabilité elargie du producteur, et en attribuant à ces déchets secs une valeur marchande, certains pourraient s’autofinancer alors que d’autres auront besoin d’appui financier complémentaire. il s’impose à l’ieca de solliciter un appui technique et financier à l’effet d’étudier les structurations possibles de gestion des différentes filières.contraintes liées au projetla mise en œuvre du programme pourrait être freinée par :la complexité de la mise en œuvre de ce nouveau mode de gestion des déchets secs. la démarche doit se faire par étape. les déchets pris en compte pour commencer sont les déchets qui ne concernent pas le marché en cours ;la gestion des déchets secs est assurée par une pléthore d’acteurs informels ;les habitudes socioculturelles de la population peuvent être un obstacle aux performances du modèle ;l’ignorance du tri et la collecte différenciée des déchets. bénéficiairesle programme bénéficiera les bénéficiaires du projet sont : la population, le district autonome d’abidjan, l’etat de côte d’ivoire, les industriels, les acteurs actuels de la gestion des déchetscibleles cibles du projet sont : les commerçants, les industriels, les producteurs de déchets, les consommateurs, les bureaux d’études, les acteurs de la gestion des déchets","mise en place de filieres rep circulaires pour la gestion des dechets secs. objet l’objectif du projet est de proposer des structures types d’éco-organisme capable d’assurer une gestion circulaire des déchets secs en vue d’atteindre le cap de zéro déchet à la décharge. résultats attendusa travers ce projet l’ieca espère récolter les résultats ci-dessous : •des cadres types (technique, organisations financières) de mise en œuvre des filières de collecte, de valorisation et/ou de réutilisation des déchets secs sont identifiés •un cahier des charges type de l’éco-organisme est élaboré•un programme de renforcement des capacités des acteurs de la gestion des déchets est élaboré•un programme de sensibilisation des consommateurs est lancé.description de la situationl’économie circulaire s’inscrit dans un projet de société, dont la mise en œuvre implique la le territoire du grand abidjan produit 6000 t de déchets par jour dont 4000 sont collectés et entreposés dans un centre d’enfouissement technique à 41 km du centre-ville. les déchets secs représentent 16% des déchets produits sur le territoire. la gestion des déchets ménagers est du ressort de l’agence nationale de la gestion de déchets, qui a octroyé par appel d’offre les marchés à 2 entreprises pour une période qui s’achève en 2025.  la tutelle de cette agence fait partie de l’organe de décision de l’institut de l’economie circulaire d’abidjan (ieca) créé par le district autonome d’abidjan. le conseil d’orientation de l’ieca a jugé prioritaire, la mise en œuvre des actions de valorisation des déchets secs dont la gestion actuelle par le secteur informel pourrait engendrer des sommes importantes pouvant couvrir les charges de collecte et de mise en dépôt actuellement pratiquées.  en application du principe de la responsabilité elargie du producteur, et en attribuant à ces déchets secs une valeur marchande, certains pourraient s’autofinancer alors que d’autres auront besoin d’appui financier complémentaire. il s’impose à l’ieca de solliciter un appui technique et financier à l’effet d’étudier les structurations possibles de gestion des différentes filières.contraintes liées au projetla mise en œuvre du programme pourrait être freinée par :la complexité de la mise en œuvre de ce nouveau mode de gestion des déchets secs. la démarche doit se faire par étape. les déchets pris en compte pour commencer sont les déchets qui ne concernent pas le marché en cours ;la gestion des déchets secs est assurée par une pléthore d’acteurs informels ;les habitudes socioculturelles de la population peuvent être un obstacle aux performances du modèle ;l’ignorance du tri et la collecte différenciée des déchets. bénéficiairesle programme bénéficiera les bénéficiaires du projet sont : la population, le district autonome d’abidjan, l’etat de côte d’ivoire, les industriels, les acteurs actuels de la gestion des déchetscibleles cibles du projet sont : les commerçants, les industriels, les producteurs de déchets, les consommateurs, les bureaux d’études, les acteurs de la gestion des déchets"
1843,renewable energy,cordeirópolis sustentável,"o município de cordeirópolis, busca alternativas para suprimento de energia elétrica visando a redução do empenho de recursos públicos com despesas desta natureza, e ampliando as ações em busca da sustentabilidade ambiental, reforçando a política de compromisso com o meio ambiente da administração pública","cordeirópolis sustentável. o município de cordeirópolis, busca alternativas para suprimento de energia elétrica visando a redução do empenho de recursos públicos com despesas desta natureza, e ampliando as ações em busca da sustentabilidade ambiental, reforçando a política de compromisso com o meio ambiente da administração pública"
1844,waste management (including waste recycling),circular cities and regions initiative,"the city of malmö is growing constantly and expecting to reach a population of 500 000 in year 2050, todayit home to 350 000 inhabitants. the growth and urbanisation are the biggest challenges, and opportunitiesthat malmö is facing, like many other cities. malmö want to create a circular city roadmap and focus oncircular construction and symbiotic urban development within the ccri program","circular cities and regions initiative. the city of malmö is growing constantly and expecting to reach a population of 500 000 in year 2050, todayit home to 350 000 inhabitants. the growth and urbanisation are the biggest challenges, and opportunitiesthat malmö is facing, like many other cities. malmö want to create a circular city roadmap and focus oncircular construction and symbiotic urban development within the ccri program"
1845,waste management (including waste recycling),requalificação e sensorização do sistema de recolha de resíduos sólidos,intelligent underground waste selective collection,requalificação e sensorização do sistema de recolha de resíduos sólidos. intelligent underground waste selective collection
1846,nature-based solutions,woodland creation accelerator fund,an application to the wcaf to increase the capacity of specialist skills within local authorities (lancashire and neighbouring authorities of blackburn and blackpool) enabling us to produce an action plan to capitalise on the removal of bottlenecks in the planting pipeline to spearhead a step change for tree planting and accelerate the delivery of tree planting and woodland creation commitments,woodland creation accelerator fund. an application to the wcaf to increase the capacity of specialist skills within local authorities (lancashire and neighbouring authorities of blackburn and blackpool) enabling us to produce an action plan to capitalise on the removal of bottlenecks in the planting pipeline to spearhead a step change for tree planting and accelerate the delivery of tree planting and woodland creation commitments
1847,energy efficiency (including public lighting),seasonal heat storage in nyhavna development,"the harbour district  (""nyhavna"") in trondheim is planned to be a major redevelopment area  in the coming decade, with plans for building of several hundred homes.  see further information here https://www.trondheim.kommune.no/kvalitetsprogram-nyhavna/the project for energy storage is in pilot testing. the goal is to establish 200-500 heat wells in bedrock in the harbour area in order to store heat form waste incineration in summer for use in winter","seasonal heat storage in nyhavna development. the harbour district  (""nyhavna"") in trondheim is planned to be a major redevelopment area  in the coming decade, with plans for building of several hundred homes.  see further information here https://www.trondheim.kommune.no/kvalitetsprogram-nyhavna/the project for energy storage is in pilot testing. the goal is to establish 200-500 heat wells in bedrock in the harbour area in order to store heat form waste incineration in summer for use in winter"
1848,water management,rebuild by design - hudson river (rbd-hr),"president obama’s superstorm sandy rebuilding task force recommended the commencement of a design competition to support the economic, environmental, and social urban resilience of communities impacted by superstorm sandy (2012). in 2013, the rbd (rebuild by design) design competition was launched in order to solicit regional, interdisciplinary design concepts that would support urban resilience of the region’s communities. the rbd competition was administered and funded by the united states department of housing and urban development (ushud); local leadership in the state of new jersey was provided by the njdep. the $230 million rbd hudson river project is one of six winning rbd design concepts. it is a comprehensive stormwater management strategy focused on addressing the negative impacts of flood risk from coastal storms, precipitation, and sea level rise along the hudson river waterfront in the city of hoboken, township of weehawken, and jersey city, new jersey. the project includes four components that will mitigate flood risk (resist, store, delay and discharge). the project intends to minimize the impacts from surge and rainfall flood events on the community, including adverse impacts to public health, while providing benefits that will enhance the urban condition while recognizing the unique challenges that exist within a highly developed urban area. the project is broken into two phases: a) storm/sewer modification - currently under construction; and b) resist - currently out to bid","rebuild by design - hudson river (rbd-hr). president obama’s superstorm sandy rebuilding task force recommended the commencement of a design competition to support the economic, environmental, and social urban resilience of communities impacted by superstorm sandy (2012). in 2013, the rbd (rebuild by design) design competition was launched in order to solicit regional, interdisciplinary design concepts that would support urban resilience of the region’s communities. the rbd competition was administered and funded by the united states department of housing and urban development (ushud); local leadership in the state of new jersey was provided by the njdep. the $230 million rbd hudson river project is one of six winning rbd design concepts. it is a comprehensive stormwater management strategy focused on addressing the negative impacts of flood risk from coastal storms, precipitation, and sea level rise along the hudson river waterfront in the city of hoboken, township of weehawken, and jersey city, new jersey. the project includes four components that will mitigate flood risk (resist, store, delay and discharge). the project intends to minimize the impacts from surge and rainfall flood events on the community, including adverse impacts to public health, while providing benefits that will enhance the urban condition while recognizing the unique challenges that exist within a highly developed urban area. the project is broken into two phases: a) storm/sewer modification - currently under construction; and b) resist - currently out to bid"
1849,water management,new orleans east landbridge,"the city continues to seek the development of a living shoreline in new orleans east, which will create a marsh area along lake pontchartrain, reinforcing the existing protective sea wall by reducing wave action and improving water quality by intercepting additional pollutants from outfall canals. the project will work with nature, strengthening as it gathers sediment and plant life. this project will also create a visible coastal wetland at the lakefront, providing an opportunity for environmental learning and awareness.  the city in 2020 received $500k from the national fish and wildlife foundation's national coastal resilience fund to conduct design work on the new orleans east landbridge, but further funding will be needed in order to construct the shoreline and conduct additional marsh restoration.we are currently finishing preliminary design. awaiting word on federal nrda funding for design and engineering at $4 m","new orleans east landbridge. the city continues to seek the development of a living shoreline in new orleans east, which will create a marsh area along lake pontchartrain, reinforcing the existing protective sea wall by reducing wave action and improving water quality by intercepting additional pollutants from outfall canals. the project will work with nature, strengthening as it gathers sediment and plant life. this project will also create a visible coastal wetland at the lakefront, providing an opportunity for environmental learning and awareness.  the city in 2020 received $500k from the national fish and wildlife foundation's national coastal resilience fund to conduct design work on the new orleans east landbridge, but further funding will be needed in order to construct the shoreline and conduct additional marsh restoration.we are currently finishing preliminary design. awaiting word on federal nrda funding for design and engineering at $4 m"
1851,renewable energy,low to moderate income solar project,"city of indianapolis - office of sustainability and as part of the bloomberg philanthropies american cities climate challenge with solar united neighbors of indiana (sun) developed a low- to moderate-income (lmi) solar program for up to 3-4 low to moderate income homes in indianapolis with the goal of securing additional funding to retrofit. this program will be entirely free to participants and help individual lmi homeowners go solar and make energy efficiency upgrades on their own homes. the program will be designed to cover up to 100% of the lmi homeowner’s post-energy efficiency electricity usage, helping the homeowner see savings immediately. this program is intended to expand to more homes given success in the first round and additional funding.  in 2020 and 2021, a total of 10 homes were completed with funding from the city and crowdsourced funds","low to moderate income solar project. city of indianapolis - office of sustainability and as part of the bloomberg philanthropies american cities climate challenge with solar united neighbors of indiana (sun) developed a low- to moderate-income (lmi) solar program for up to 3-4 low to moderate income homes in indianapolis with the goal of securing additional funding to retrofit. this program will be entirely free to participants and help individual lmi homeowners go solar and make energy efficiency upgrades on their own homes. the program will be designed to cover up to 100% of the lmi homeowner’s post-energy efficiency electricity usage, helping the homeowner see savings immediately. this program is intended to expand to more homes given success in the first round and additional funding.  in 2020 and 2021, a total of 10 homes were completed with funding from the city and crowdsourced funds"
1852,land-use,city districts as platforms for the green transition,"the goal of the project is to enable the use of espoo's strategic city districts as development and experimentation environments, where companies and research institutes can participate in the development of the districts and in the creation of carbon neutral business models and solutions that promote the green transition. by strengthening the operating conditions of companies, the aim is to create nationally and internationally significant and replicable green transition urban solutions especially in the areas of circular economy, mobility and nature-based solutions","city districts as platforms for the green transition. the goal of the project is to enable the use of espoo's strategic city districts as development and experimentation environments, where companies and research institutes can participate in the development of the districts and in the creation of carbon neutral business models and solutions that promote the green transition. by strengthening the operating conditions of companies, the aim is to create nationally and internationally significant and replicable green transition urban solutions especially in the areas of circular economy, mobility and nature-based solutions"
1853,energy efficiency (including public lighting),retrofit financing,"saanich is exploring a program concept that would offer 0% interest financing to homeowners for the replacement of their oil heating systems with low carbon air source heat pumps. the program would seek to overcome the upfront cost barriers associated with heat pumps and be repaid to the district through property taxes.  the program would require $1.62 million of committed funds to enable financing (to be repaid over 10 years by participating homeowners), plus $15,000 for program development and up to $45,000 per year to administer","retrofit financing. saanich is exploring a program concept that would offer 0% interest financing to homeowners for the replacement of their oil heating systems with low carbon air source heat pumps. the program would seek to overcome the upfront cost barriers associated with heat pumps and be repaid to the district through property taxes.  the program would require $1.62 million of committed funds to enable financing (to be repaid over 10 years by participating homeowners), plus $15,000 for program development and up to $45,000 per year to administer"
1854,waste management (including waste recycling),tshwane waste separation and transfer facility in charlotte maxeke street,"the project  model intend to use a specialist to drive the recycling program around the area and support the existing informal recycling program . more affluent communities are showing interest in the recycling sector and currently the city does not have the capacity and resources to provide the recycling service itself as such a means of a collaborative partnership is required. it is hereby proposed that a contract specialist be appointed to manage the facility operations and the overall recycling program in the area of jurisdiction. the specialist will constantly be in liaison with the informal recyclers who on a daily basis deliver and sell their recyclable material. the informal recyclers currently are not formalized or structured or coordinated to monitor the impact they make in the sector. the informal recyclers will get paid for the amount of the material recovered per day. the specialist will take care of the need of the recyclers with regard to the personal protective clothing, identification and trolleys. the specialist will deliver the recyclables to the functional multi recovery facility on which will provide the invoice receipt. the separation at source to the business needs to be supported by allocating the recyclers to the various sites with the permission from the landlords and arrange a special collection. it is estimated that around 50 businesses could be approached to participate in the program and the surrounding households as a start . city of tshwane as the key stakeholder will keep a close eye for the program to be a success. all the recyclables collected within region 3 needs to be taken to a functional multipurpose recovery facility (mrf). it is envisaged that most of the informal recyclers participating in the program will be having various social illnesses and challenges which will need to be addressed on a continuous basis. this could entail the provision of basic health services e.g. for those suffering from tb as well as providing rehabilitation support to those informal recyclers who are drug and substance abusers, of which there are many. it is for this reason that a special allocated comprehensive mobile clinic service could be provided. the project further intends to initiate and support the recycling program around the indicated area . it will focus on designing recycling activities around regional social, economic and environmental issues is important, to foster ownership of the integrated planning and objectives of the municipality, amongst residents. regional objectives based on the issues identified will facilitate identification of options and development of strategies. the cot aim to shift all waste related activities to a system that follows the principles of the ‘cradle-to-grave’ approach. this approach follows a holistic view of waste, from the sourcing of ‘virgin material’ for production conception, the use thereof, and then rather than disposal, the re-use of these products to generate new products; and therefore, the formation of a complete and closed cycle. the full project proposal is attached","tshwane waste separation and transfer facility in charlotte maxeke street. the project  model intend to use a specialist to drive the recycling program around the area and support the existing informal recycling program . more affluent communities are showing interest in the recycling sector and currently the city does not have the capacity and resources to provide the recycling service itself as such a means of a collaborative partnership is required. it is hereby proposed that a contract specialist be appointed to manage the facility operations and the overall recycling program in the area of jurisdiction. the specialist will constantly be in liaison with the informal recyclers who on a daily basis deliver and sell their recyclable material. the informal recyclers currently are not formalized or structured or coordinated to monitor the impact they make in the sector. the informal recyclers will get paid for the amount of the material recovered per day. the specialist will take care of the need of the recyclers with regard to the personal protective clothing, identification and trolleys. the specialist will deliver the recyclables to the functional multi recovery facility on which will provide the invoice receipt. the separation at source to the business needs to be supported by allocating the recyclers to the various sites with the permission from the landlords and arrange a special collection. it is estimated that around 50 businesses could be approached to participate in the program and the surrounding households as a start . city of tshwane as the key stakeholder will keep a close eye for the program to be a success. all the recyclables collected within region 3 needs to be taken to a functional multipurpose recovery facility (mrf). it is envisaged that most of the informal recyclers participating in the program will be having various social illnesses and challenges which will need to be addressed on a continuous basis. this could entail the provision of basic health services e.g. for those suffering from tb as well as providing rehabilitation support to those informal recyclers who are drug and substance abusers, of which there are many. it is for this reason that a special allocated comprehensive mobile clinic service could be provided. the project further intends to initiate and support the recycling program around the indicated area . it will focus on designing recycling activities around regional social, economic and environmental issues is important, to foster ownership of the integrated planning and objectives of the municipality, amongst residents. regional objectives based on the issues identified will facilitate identification of options and development of strategies. the cot aim to shift all waste related activities to a system that follows the principles of the ‘cradle-to-grave’ approach. this approach follows a holistic view of waste, from the sourcing of ‘virgin material’ for production conception, the use thereof, and then rather than disposal, the re-use of these products to generate new products; and therefore, the formation of a complete and closed cycle. the full project proposal is attached"
1855,energy efficiency (including public lighting),keep safe miami,"with low- and moderate-income communities on the frontline of the effects of climate change, it is imperative for owners and operators of affordable multifamily housing to better protect their assets and continue providing services to low- and moderate-income communities. we seek to build the capacity of affordable housing owners and portfolio managers to evaluate their portfolio to identify the most vulnerable properties, and then to assess individual properties for specific risk and mitigation/adaptation strategies.  today, several one-off tools exist that affordable housing owners may use to solve for certain components of this need; however, significant gaps exist in each of the three phases of need, which we seek to solve for by creating a holistic toolkit that helps owners increase the resilience of their portfolios.  enterprise community partners, inc. (enterprise) has contracted with the institute for buildings technology and safety, communities united, south florida community development coalition, and florida housing coalition to design and develop three components of a disaster ready and operations efficiency toolkit:1. evaluate the enterprise portfolio risk assessment tool for use in the miami market. work with the university of miami to incorporate their assessment tools in our process.2. creation of a property-level resilience audit tool to assess vulnerability of affordable multifamily buildings in miami to disaster related hazards, including but not limited to flooding, wind, and extreme heat. 3. support in the development of a financing guide to aid property owners in addressing identified vulnerabilities. 4. support in developing and delivering training on all developed tools to multifamily housing owners.city of miami is seeking additional funding to retrofit and harden affordable housing buildings. costs tbd","keep safe miami. with low- and moderate-income communities on the frontline of the effects of climate change, it is imperative for owners and operators of affordable multifamily housing to better protect their assets and continue providing services to low- and moderate-income communities. we seek to build the capacity of affordable housing owners and portfolio managers to evaluate their portfolio to identify the most vulnerable properties, and then to assess individual properties for specific risk and mitigation/adaptation strategies.  today, several one-off tools exist that affordable housing owners may use to solve for certain components of this need; however, significant gaps exist in each of the three phases of need, which we seek to solve for by creating a holistic toolkit that helps owners increase the resilience of their portfolios.  enterprise community partners, inc. (enterprise) has contracted with the institute for buildings technology and safety, communities united, south florida community development coalition, and florida housing coalition to design and develop three components of a disaster ready and operations efficiency toolkit:1. evaluate the enterprise portfolio risk assessment tool for use in the miami market. work with the university of miami to incorporate their assessment tools in our process.2. creation of a property-level resilience audit tool to assess vulnerability of affordable multifamily buildings in miami to disaster related hazards, including but not limited to flooding, wind, and extreme heat. 3. support in the development of a financing guide to aid property owners in addressing identified vulnerabilities. 4. support in developing and delivering training on all developed tools to multifamily housing owners.city of miami is seeking additional funding to retrofit and harden affordable housing buildings. costs tbd"
