Questionnaire Name,Account Number,Account Name,Country,CDP Region,Sector,Title,Description
Cities 2019,50394,Prefeitura Municipal de João Pessoa,Brazil, Latin America,Waste management,,"O Plano Municipal de Gestão Integrada de Resíduos Sólidos de João Pessoa (PMGIRS-JP) contempla um programa específico para a recuperação ambiental do Lixão do Roger. Trata-se do programa ""Novo Roger"", que tem como objetivo proporcionar à comunidade do Roger uma área de convivência no espaço onde funcionou o antigo lixão. Este programa contempla 3 ações, quais sejam: concluir recuperação ambiental das três células restantes do Lixão do Roger, readequar projeto existente para implantação de parque ou área verde e promover estudos geotécnicos e ambientais para definir as possibilidades de empreendimentos no antigo Lixão do Roger."
Cities 2019,50394,Prefeitura Municipal de João Pessoa,Brazil, Latin America,Waste management,,"O PMGIRS-JP possui o programa específico para resíduos da construção civil (RCC) que contempla, entre seus projetos, o porjeto ""Re-Construa"" que, por sua vez, tem como objetivo estruturar a gestão de RCC no município de João Pessoa. Dentre as ações deste projeto estão: promover estudos de viabilidade de implantação e implantar duas áreas de transbordo e triagem de RCC, três recicladoras de RCC e dez ecopontos para recolhimento de pequenos volumes de RCC"
Cities 2019,50394,Prefeitura Municipal de João Pessoa,Brazil, Latin America,Waste management,,"O PMGIRS-JP possui o programa ""Rota Tecnológica"" que diz respeito ao tratamento de resíduos sólidos urbanos com tecnologias ambientalmente adequadas e economicamente viáveis. Dentre as ações elencadas nesse programa está a de promover a caracterização dos RSU e RCC a cada dois anos."
Cities 2019,50394,Prefeitura Municipal de João Pessoa,Brazil, Latin America,Waste recycling,,"O PMGIRS-JP possui o programa ""Re-Pense"" que contempla entre seus projetos o projeto ""Reinventar"" que, por sua vez, tem como objetivo a reciclagem de materiais e difundir o conceito da responsabilidade compartilhada na questão dos resíduos sólidos. Uma das ações consiste em desenvolver projetos em parceria com artesãos locais para a reutilização de materiais para a confecção de artesanato"
Cities 2019,50394,Prefeitura Municipal de João Pessoa,Brazil, Latin America,Renewable energy,,"O PMGIRS-JP possui o programa específico para Resíduos Agrossilvopastoris, que contempla entre seus projetos o projeto ""Energia Verde"" que, por sua vez, tem como objetivo o fortalecimento da agricultura familiar e estímulo ao reaproveitamento dos resíduos agrossilvopastoris. Dentre as ações do projeto está a de estabelecer parcerias com universidades e instituições idôneas, para o desenvolvimento de pesquisas e estudos de viabilidade técnica para a utilização de RAGS como fonte de nutrientes e condicionadores do solo e para a geração de energia em pequenas propriedades rurais a partir do biogás"
Cities 2019,50394,Prefeitura Municipal de João Pessoa,Brazil, Latin America,Water management,Monitoramento de nascentes e corpos hídricos de João Pessoa,"O projeto tem como objetivo: mapear as principais nascentes das bacias hidrográficas o município de João Pessoa, identificando-as com coordenadas métricas, visitas de campo e elaboração posterior de arquivos shape file; desenvolver planos e ações de proteção para as nascentes e corpos hídricos de sub-bacias, além de planos de recuperação para as nascentes que necessitem de intervenções de conservação; obter o diagnóstico ambiental das condições das nascentes e corpos hídricos dos principais afluentes; subsidiar ações de fiscalização e processos de licenciamento da Secretaria de Meio Ambiente do Município de João Pessoa"
Cities 2019,50395,Prefeitura de São Luís,Brazil, Latin America,,,
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Other: •	Inventário de Emissões de Gases GEE,,"Serviços técnicos especializados para coordenação e execução de atividades referentes à elaboração do Inventário de Emissões Antrópicas Diretas e Indiretas de Gases de Efeito Estufa (GEE) do município de Santos, abrangendo o mapeamento de emissões da Cidade e Portuárias incluindo suas atividades, utilizando a Metodologia do Protocolo Global para Inventários de Emissões de GEE na Escala da Comunidade – GPC, GPC, em consonância com a Política Nacional de Mudanças Climáticas (PNA) e o Plano Municipal de Mudança do Clima de Santos (PMMCS) com software para a consolidação dos dados de inventários e georreferenciamento das emissões."
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Other: •	Drenagem urbana,,"Atualização do sistema de drenagem urbana da área insular da Zona Leste, incluindo interface com a área gerida da CODESP (Porto de Santos)."
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,"Other: Utilização de Geobags (grandes sacos com malha especial geocomposta preenchida com areia local), um conceito de ""Engeneering with Nature"" em que não se utiliza Engenharia hard (concreto, cimento, etc)",Projeto Piloto para Monitoramento e Contenção da Erosão Costeira de Santos,"Implantação e monitoramento de projetos-piloto a serem executados na região costeira, visando a diminuição dos prejuízos causados quando há invasão da água do mar junto à infraestrutura urbana existente no local, tal como avenidas, farol, passarelas, além de casas e comércios, constituem-se em uma alternativa viável a curto prazo. Estas obras têm por objetivo também colaborar para ampliar o conhecimento sobre os impactos nas áreas adjacentes e indicar intervenções definitivas para as regiões mais afetadas e/ou de interesse. Métodos tradicionais de proteção costeira tem se mostrado uma opção cara e de difícil manutenção, dado a escassez de rochas naturais. As clássicas estruturas de concreto estão sendo substituídas por materiais mais baratos como geossintéticos, estruturas de gabião, entre outros. Os tubos flexíveis de geotêxtil têm sido aplicados para a construção de diques e quebra-mares em vários projetos ao redor do mundo. Algumas de suas maiores vantagens se constituem no fato de que podem ser preenchidos com materiais encontrados in situ por meio de bombeamento hidráulico, como material de dragagem, além de permitirem uma construção mais rápida e barata que outras tecnologias. Sendo assim, a solução piloto proposta para esta região consiste em um molhe parcialmente submerso construído com geotubos preenchidos com areia da praia, de forma a:- Reduzir o custo de implantação de uma solução definitiva, bem como o risco desta solução ter baixa eficácia e / ou produzir impactos indesejados em regiões adjacentes. Esta consideração se torna especialmente relevante nesta região, em função dos modelos matemáticos aplicados não terem se mostrado capazes de reproduzir as condições locais- Causar o mínimo impacto visual, visto que a área tem atrativo turístico;- Permitir a execução da obra em um curto período de tempo, visto que as dimensões são reduzidas e os métodos construtivos são ágeis;- Permitir uma fácil desmobilização da obra e a inexistência de impactos ambientais decorrentes de sua retirada, caso esta se mostre ineficiente. A estrutura planejada, pode ser removida apenas abrindo os geotubos e os deslocando, de forma a permitir que a areia, que é proveniente da própria praia, saia dos geotubos e sejam recapturadas pelo transporte costeiro, tal como já acontece com a alimentação artificial da praia realizada pela Prefeitura."
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Other: Projeto Proadapta | Santos foi eleita pelo Ministério do Meio Ambiente pelo MMA como município piloto por estar mais adiantada nas questões referente a adaptação à mudança do clima.,Apoio ao governo do Brasil na implementação da sua Agenda Nacional de Adaptação à Mudança do Clima (ProAdapta),"Os impactos econômicos, sociais e ambientais da mudança do clima são significativos no Brasil. Para responder a essa situação, o governo brasileiro tem desenvolvido uma agenda de adaptação à mudança do clima, cujo principal instrumento é o Plano Nacional de Adaptação (PNA). Os principais desafios para sua implementação nos níveis nacional, estadual e local são a falta de capacidade e de inovação metodológica. Além disso, a coordenação e o intercâmbio de experiências entre atores pertinentes no âmbito da adaptação à mudança do clima são insuficientes. Até o momento, existem poucos exemplos bem-sucedidos da integração do tema e de medidas concretas de adaptação no planejamento de políticas públicas e processos de tomada de decisão. Grande parte do esforço de adaptação deve vir de atores não governamentais e do setor privado. No entanto, em muitos casos, esses atores ainda desconhecem a necessidade de se adaptar à mudança do clima. O ProAdapta tem por objetivo reforçar a resiliência climática do Brasil por meio da implementação efetiva da Agenda Nacional de Adaptação à Mudança do Clima. O projeto será implementado em estreita cooperação com o Ministério do Meio Ambiente (MMA), fortalecendo sua função de coordenação com o auxílio de ferramentas de gestão, como o monitoramento de medidas de adaptação. Ao mesmo tempo, capacidades serão desenvolvidas nos setores, estados federais e municípios selecionados para implementação de políticas, de métodos e de instrumentos públicos para a integração de medidas replicáveis de adaptação à mudança do clima. O projeto também deve promover a adaptação do setor privado e da sociedade civil à mudança do clima por meio de medidas de conscientização e de sensibilização. Por fim, suas experiências de aprendizado serão disseminadas nacional e internacionalmente. A abordagem do projeto inclui a melhoraria das condições de enquadramento para adaptação à mudança do clima. O projeto deve fortalecer o Ministério do Meio Ambiente e outros atores governamentais na gestão dos riscos climáticos em políticas públicas, planos e programas. Por outro lado, o ProAdapta sensibiliza tomadores de decisão. Além disso, são desenvolvidas ferramentas para permitir a adaptação à mudança do clima e a integração desse tema nos processos de planejamento e de tomada de decisão. Experiências e abordagens de aprendizagem bem-sucedidas do projeto serão disseminadas e aplicadas em todo o Brasil como parte do processo de implementação do PNA (upscaling). Além disso, as experiências de aprendizado do ProAdapta também serão divulgadas nacional e internacionalmente."
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Waste management,,
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Outdoor lighting,Iluminação dos Postes da Cidade em LED,
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Transport,VLT - Veículo Leve sobre Trilho,
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Waste management,Plano de Gestão Integrada de Resíduos Sólidos,
Cities 2019,50396,Prefeitura Municipal de Santos,Brazil, Latin America,Other: Combate à Poluição Marinha,"A Cidade estabeleceu convênio com a Associação Brasileira das Empresas de Limpeza Pública (Abrelpe), a International Solid Waste Association (ISWA) e o governo da Suécia, além de outras iniciativas sustentáveis que reforçam o comprometimento da Prefeitura.",
Cities 2019,50398,Ciudad de Juárez,Mexico, Latin America,Waste management,Plan de Manejo de Residuos Solidos Urbanos,“Juárez Recicla” Reciclado de Desechos Sólidos Urbanos de Generación en el Hogar.
Cities 2019,50398,Ciudad de Juárez,Mexico, Latin America,Water management,Manejo de Desechos Especiales,“Ponte las Pilas” Recolección de Pilas Alcalinas de todos los tamaños distribuidos los centros de acopio en 50 Tiendas Oxxo.
Cities 2019,50398,Ciudad de Juárez,Mexico, Latin America,Waste management,Saneamiento del Centro de Acopio de Llantas de Desecho,"“Recolección, acopio y destino final de Llantas de Desecho” Programa donde intervienen en la recolección los ciudadanos, traslado al Centro de acopio los importadores de llantas usadas y en el destino final el Municipio de Ciudad Juárez (Dirección Ecología)"
Cities 2019,50794,Prefeitura Municipal de Caieiras,Brazil, Latin America,Waste recycling,Programa de Coleta Seletiva,"O projeto foi implantado no paço municipal e nas creches do município, visando a coleta, o tratamento e a reciclagem dos resíduos sólidos."
Cities 2019,50794,Prefeitura Municipal de Caieiras,Brazil, Latin America,Transport,Vá de Etanol,"O projeto baseia-se na conscientização e troca de combustíveis fósseis (gasolina) pelo Etanol, combustível sustentável e 100% brasileiro."
Cities 2019,50794,Prefeitura Municipal de Caieiras,Brazil, Latin America,Other: Controle e monitoramento de queimadas visando a redução da emissão de GEE.,Queimadas Urbanas,"O projeto ""Queimadas Urbanas"" destina-se ao monitoramento e controle de queimadas no município de Caieiras, visando a redução da emissão de GEE e consequentemente melhorias na qualidade do ar."
Cities 2019,51079,Guatemala City,Guatemala, Latin America,Waste recycling,,"Currently, recycling stations are being promoted so that residents can deposit solid waste in addition to having a municipal program. The goal is for people to separate from the source. It has been achieved to recover 40,000 tons of recyclable material on average"
Cities 2019,51079,Guatemala City,Guatemala, Latin America,Renewable energy,,On average 2000 liters of biodiesel are produced to supply fuel to municipal vehicles that are destined to the maintenance of green areas of Guatemala City
Cities 2019,51374,Prefeitura de Rio Branco,Brazil, Latin America,,,
Cities 2019,52638,Prefeitura de Aracaju,Brazil, Latin America,,,
Cities 2019,52638,Prefeitura de Aracaju,Brazil, Latin America,Energy efficiency / retrofit,,Inventário de GEE e de avaliação dos risco relacionados com as mudanças climáticas
Cities 2019,52638,Prefeitura de Aracaju,Brazil, Latin America,,,Ampliação da rede de esgotamento sanitário do município.
Cities 2019,52638,Prefeitura de Aracaju,Brazil, Latin America,,,Dragagem de rios que cortam o município com o intuito de aumentar a vazão de escoamento e evitar futuras inundações.
Cities 2019,52638,Prefeitura de Aracaju,Brazil, Latin America,Transport,,"Apoio aos projetos e ações já em andamento na cidade para efetivação do plano de mobilidade urbana de Aracaju, a partir do incentivo a projetos de uso de transporte coletivo em massa  mais eficientes."
Cities 2019,52638,Prefeitura de Aracaju,Brazil, Latin America,Other: Apoio à Reciclagem,,Implantação de Pontos De entrega voluntária de recicláveis; Apoio institucional às cooperativas de catadores da cidade.
Cities 2019,52638,Prefeitura de Aracaju,Brazil, Latin America,Other: Unidades de Conservação,,"Plano de Manejo da Unidade de Conservação de proteção integral criada. Prevendo a limpeza das áreas de rio que cortam a unidade, recuperação de áreas degradadas e manejo de fauna silvestre."
Cities 2019,54603,Alcaldia de Pasto,Colombia, Latin America,Water management,Un millon de arboles para la vida,
Cities 2019,54603,Alcaldia de Pasto,Colombia, Latin America,Renewable energy,paneles solares,
Cities 2019,54605,Municipalidad de Cusco,Peru, Latin America,,,
Cities 2019,54606,Prefeitura Municipal de Bauru,Brazil, Latin America,,,
Cities 2019,54606,Prefeitura Municipal de Bauru,Brazil, Latin America,No relevant projects,,
Cities 2019,54608,Alcaldia de Montería,Colombia, Latin America,Energy efficiency / retrofit,Código de eficiencia energética,"La ciudad de Montería se encuentra se está desarrollando el programa BEA: Acelerador de Eficiencia en Edificaciones en la ciudad de Montería,  el cual busca aumentar la eficiencia, reducir costos, reducir emisiones y el riesgo al cambio climático, mientras se mejora la calidad de vida y las oportunidades económicas de los usuarios; contribuyendo a la elaboración del Código de Eficiencia Energética y de Agua, como mecanismo de implementación de la Resolución 594 de 2015 del MVCT.Se realizó el taller de construcción del código de eficiencia energética y ahorro del agua con los sectores estratégicos de la ciudad: constructoras, universidades, y empresas prestadoras del servicio de electricidad y agua. Adicionalmente, se realizó la auditoría energética en centro verde, edificio de la administración pública,  para el desarrollo del piloto que permitirá implementar un modelo de energía sostenible en las edificaciones de la ciudad."
Cities 2019,54609,Alcaldia de Trujillo,Peru, Latin America,Waste management,Segregaciòn en la fuente y planta de valoraciòn de residuos sòlidos,En busca del manejo eficiente de los residuos sólidos y de acuerdo al decreto Legislativo 1278 donde menciona que: las municipalidades deben promover la minimizaciòn y valorizaciòn de los residuos. Mediante este proyecto se podrà producir compost a travès de los residuos orgánicos y se apoyarà en las actividades de reciclaje para su aprovechamiento.
Cities 2019,54611,Alcaldia de Manizales,Colombia, Latin America,Transport,Implementacion del Sistema Estrategico de Transporte,
Cities 2019,54611,Alcaldia de Manizales,Colombia, Latin America,Waste management,Implementacion del PGIRS - Estudios para la valorizacion de residuos de construccion,"It will seek alternatives for the use of waste from cosntructions, seeking to optimize and minimize the final disposal of said waste"
Cities 2019,54611,Alcaldia de Manizales,Colombia, Latin America,Water management,Adquisicion de predios de importancia ecologica - mantenimiento de predios y pago por servicios ambientales,"The purchase of areas of strategic importance for the supply of aqueducts at the municipal level is carried out, in addition to the maintenance of the same. and the payment for environmental services is made in the properties that to date can not be made the purchase of the area."
Cities 2019,54612,Alcaldia de Valledupar,Colombia, Latin America,No relevant projects,,
Cities 2019,54613,Alcaldia de Valdivia,Chile, Latin America,,,
Cities 2019,54617,Alcaldia de Pereira,Colombia, Latin America,,,
Cities 2019,54617,Alcaldia de Pereira,Colombia, Latin America,No relevant projects,,
Cities 2019,54619,Municipalidad  Provincial de Piura,Peru, Latin America,Other: Tratamiento al cambio climatico,Medicion del Indice de Vunerabilidad e Impacto Ambiantal al cambio climatico,Buscar lograr que la ciudad de Piura sea una ciudad resiliente y de facil adaptabilidad a los fenómenos naturales que ocurren con periodos previsibles y con una constancia histórica.
Cities 2019,54620,Gobierno Municipal de la Ciudad de Paraná,Argentina, Latin America,Waste management,GESTIÓN DE RESIDUOS SÓLIDOS URBANOS (GIRSU)		,"Características de la medida. 1-El procesamiento de los residuos urbanos es una medida de alcance local que propende a la reducción de los residuos desechados y dar trabajo a recicladores de la ciudad. La planta de clasificación separa y vende 106 toneladas mensuales de residuos inorgánicos. El predio tiene 2000 m2 y cuenta con maquinaria de avanzada para la clasificación y enfardado de lotes de residuos.2-Adquisición y ubicación de un predio para  relleno sanitario de 27 Ha. en zona sur de la ciudad, con una vida útil de 10 años. Se estima que, diariamente, serán depositados allí unas 185 toneladas de residuos diariamente. Se presenta a continuación algunos datos de utilidad: -Kv 25% Disminución volumétrica por degradación biológica y compactación-Kc 0,70 ton/m3 Compactación de los RSU al momento de la disposición-Grsu 185,00 ton/día Generación diaria de RSU (promedio período 2014-2024)3- Educación Ambiental: en pos de incrementar el porcentaje de residuos inorgánicos que se rescatan para reciclado, se realiza un trabajo constante de educación ambiental con escuelas primarias y secundarias, difundiendo la separación en origen a través de una dinámica lúdica e interactiva con juegos ambientales para las escuelas.  1-Se trata de una planta tipo  modular para clasificar residuos inorgánicos desarrollada en Rafaela por la firma DEISA. Se compone de nicho, cinta corta, cinta larga, trommel, mangas de disposición final del material orgánico e inorgánico, compactadora y 2 balanzas de hasta 500 kgs.La sede productiva se trata de un predio municipal, cedido a través de convenio municipio/cooperativa, compuesto de tinglado de aproximadamente 2000 m2, dos portones 1 playón lateral para volcado, 2 oficinas con baño privado y dos vestuarios con duchas para damas y caballeros, posee baño para discapacitados, depósito para herramientas. El predio está protegido por un muro perimetral  de material, conformándose un total de 7000 m2. Como posibilidad de mejora, se plantea la posibilidad de construir un SUM que conste de cocina y  sala de primeros auxilios.2-El relleno sanitario se encuentra en etapa de procesos jurídicos para la habilitación final. Como así también, se encuentra en rediseño la logística de la llegada de camiones con los residuos desde la planta hasta el relleno final. Esta medida ayuda a la mitigación del cambio climático, en la medida que erradica el basural a cielo abierto que cuenta con 100 años de vida en la zona Oeste de la ciudad. Además, dignifica las condiciones de trabajo de 100 recicladores que trabajaban sin ninguna medida de prevención en manipulación de la basura y a cielo abierto en el basural. 		"
Cities 2019,54620,Gobierno Municipal de la Ciudad de Paraná,Argentina, Latin America,Other: Compostaje,COMPOSTAJE DOMICILIARIO		,"El programa “Yo Composto” trabaja en consonancia con la Secretaría de Producción y Empleo, brindando capacitaciones sobre cómo preparar compostaje en el hogar a partir de residuos orgánicos en comisiones vecinales de la ciudad. Así mismo, el programa entregará semillas para cultivar huertas propias en los barrios y hogares de la ciudad.El proyecto apunta a trabajar con 20 comisiones vecinales a lo largo de 2017 y 2018, con un alcance de 200 hogares promedio                         Se esperan alcanzar aproximadamente 100 kg diarios de orgánicos compostados una vez alcanzado el objetivo de los 200 domicilios.El objetivo del compostaje es disminuir la cantidad de residuo orgánico que se desecha sin ningún fin y que son generadores de gas metano por su descomposición. El abono ayuda a nutrir la tierra y a disminuir el volumen de basura generado por hogar.		"
Cities 2019,54620,Gobierno Municipal de la Ciudad de Paraná,Argentina, Latin America,Other: Siembra de árboles,PLAN DE ARBOLADO URBANO		,"El objetivo es la plantación de 10.000 árboles nuevos en toda la ciudad entre los años 2017 y 2019.La media apunta a mejorar la calidad del aire y de vida en el égido urbano. Los árboles disminuyen la cantidad de dióxido de carbono presente en la atmósfera y además contribuyen al paisaje urbano.Es de considerar también, que Paraná es una ciudad con un relieve irregular y con marcadas barrancas que desembocan en el Río Paraná. Por lo tanto, la forestación urbana también contribuye a la contención de barrancas de la ciudad.Indicadores: árboles plantados por año, toneladas de dióxido de carbono absorbidas por los árboles		"
Cities 2019,54623,Prefeitura de Betim,Brazil, Latin America,Other: Arborização Urbanan,Corredores Verdes,"O projeto Corredores Verdes está em fase inicial de desenvolvimento, com estudos preliminares sendo realizados. O objetivo do projeto é desenvolver uma política pública voltada ao estabelecimento de corredores verdes, conectando os principais remanescentes florestais da cidade com a ampliação da arborização e a implantação de parques lineares. Concomitantemente, requalificará espaços públicos e  interligará e ampliará as ciclovias nos parques lineares implantados e nas áreas que receberem  o alargamento de vias para uma arborização de grande porte.  Dessa forma, propiciaremos a redução de emissões de gases de efeito estufa, a manutenção da diversidade genética e a melhoria da qualidade de vida urbana."
Cities 2019,54625,Prefeitura de Londrina,Brazil, Latin America,,,
Cities 2019,54627,Prefeitura de Joinville,Brazil, Latin America,Other: Obras de Combate às Enchentes – Rio Mathias,,
Cities 2019,54627,Prefeitura de Joinville,Brazil, Latin America,Other: Alargamento de pontes/obras de arte corrente,,
Cities 2019,54627,Prefeitura de Joinville,Brazil, Latin America,Other: Dragagens de rios e canais,,
Cities 2019,54627,Prefeitura de Joinville,Brazil, Latin America,Other: Desassoreamento e limpeza de bocas de lobo e da rede de drenagem pluvial,,
Cities 2019,54627,Prefeitura de Joinville,Brazil, Latin America,Other: Varrição de ruas,,
Cities 2019,54632,Prefeitura de Caruaru,Brazil, Latin America,Water management,Janelas para o rio,
Cities 2019,54633,Prefeitura de Lorena,Brazil, Latin America,Waste management,Equipamentos para reutilização de residuos da construção civil do Aterro de RCC de Lorena,Atendimento às metas do Plano Municipal de Gestão Integrada de Resíduos Sólidos (Os custos são dados de ano a ano)
Cities 2019,54637,Alcaldía de Cuenca,Ecuador, Latin America,Energy efficiency / retrofit,Mecanismo de Gestión de las Huellas de Carbono e Hídrica de Cuenca.,Plataforma de medición de huellas en línea para el sector productivo de Cuenca adaptada a las condiciones locales e Idenficación de los proyectos de compensación identificados.
Cities 2019,54637,Alcaldía de Cuenca,Ecuador, Latin America,Water management,Nueva Planta de Tratamiento de Aguas Residuales en Guangarcucho,"La  Planta de Tratamiento de Aguas Residuales de Guangarcucho,  tratará las aguas servidas de Cuenca con una capacidad  1.200 litros por segundo (l/s)  equivalente al 40% de lo que se genera en Cuenca, la cual consta  con una sección de sedimentación primaria con tres tanques con tres tanques de 35 metros (m) de diámetro y cuatro de profundidad,estos estarán equipados con unidades auxiliares que permitirán el manejo de espumas y de los lodos sedimentados.Tratará 1.200 litros por segundo (l/s) y el doble como caudal máximo horario. Esto equivale al 40% de lo que se genera en Cuenca, con una población de 590.000 habitantes."
Cities 2019,54641,Prefeitura de Limeira,Brazil, Latin America,,,
Cities 2019,54641,Prefeitura de Limeira,Brazil, Latin America,Outdoor lighting,,
Cities 2019,54641,Prefeitura de Limeira,Brazil, Latin America,Water management,,
Cities 2019,54647,Prefeitura de Jundiaí,Brazil, Latin America,,,
Cities 2019,54647,Prefeitura de Jundiaí,Brazil, Latin America,Waste recycling,,"A gestão sustentável dos resíduos sólidos domiciliares é formada por um complexo mosaico que abarca desde ações de planejamento, escolhas tecnológicas, práticas de monitoramento, capacidades operacionais, ajustes econômicos e legais, bem como a sensibilização da comunidade e inclusão social, todas amparadas por meio da instituição de política pública que promova a preservação dos recursos naturais e a proteção do clima.Quando deparamos com a proposta de gestão sustentável de resíduos sólidos temos como foco principal a transferência e adaptação de tecnologias de ponta e respectivos procedimentos para sua implementação, operação e controle para garantir uma gestão de resíduos eficiente e eficaz. Neste viés para fins de desenvolvimento e tropicalização de tecnologias, acredita-se que a promoção do conhecimento técnico é fator mais importante de atuação auxiliando o segmento de Saneamento Ambiental a alcançar novos patamares de competitividade no mercado, face a grande demanda de projetos verificada recentemente e promovendo o desenvolvimento sustentável.Para fazer frente às multidisciplinares demandas foi patrocinado pelo Governo Federal da Alemanha, por meio do Ministério Federal de Cooperação Econômica e Desenvolvimento, o projeto Desenvolvimento de capacidades como instrumento de proteção climática e ambiental a partir da gestão sustentável dos resíduos na região de Jundiaí no âmbito do programa NAKOPA que tem como diretriz a transferência de know how em gestão sustentável entre os municípios de Jundiaí e a região de Lüneburg.O projeto estabelece 3 eixos centrais: educação ambiental, capacitação técnica e capacitação operacional que se entrelaçam e complementam."
Cities 2019,54649,Prefeitura de Tatuí,Brazil, Latin America,,,
Cities 2019,54649,Prefeitura de Tatuí,Brazil, Latin America,No relevant projects,,
Cities 2019,54650,Prefeitura de Palmas,Brazil, Latin America,Other: AFOLU,,Agricultura de baixo carbono( plantio direto)
Cities 2019,54650,Prefeitura de Palmas,Brazil, Latin America,Other: Industrial e IPPU,,Indústria verde( redução do consumo de cimento e Aço)
Cities 2019,54650,Prefeitura de Palmas,Brazil, Latin America,Other: Residencial e Serviçoes,,Adquirir equipamentos de elevada efiência
Cities 2019,54650,Prefeitura de Palmas,Brazil, Latin America,Waste management,,"Expandir a coleta e tratamento de efluentes, com recuperação de gases"
Cities 2019,54650,Prefeitura de Palmas,Brazil, Latin America,Other: Intervenção Urbana,,"O projeto “Paisagens Integrativas de Palmas” visa implementar um Parque Linear seguindo a orla do Lago de Palmas, planejado com foco nas condições climáticas locais, contemplando as especificidades da flora e da fauna, bem como os costumes sociais da população.Elaborado com um designer inovador, o projeto busca unir a preservação ambiental com a exploração econômica, de forma que um viabilize o outro.  Na concepção do parque, está a combinação de árvores nativas com um sistema de ciclovias, alamedas e calçadas acessíveis de pedestres, ancoradouros de barco e marina, restaurantes e salões para encontros sociais e eventos culturais.  Há ainda a previsão de uso de águas pluviais para a operação do parque, desde a rega sustentável dos jardins até a limpeza de estruturas e equipamentos públicos.Toda a concepção do projeto do parque teve como um dos principais objetivos a questão do conforto térmico em Palmas. Desta forma, tem como proposta amenizar a temperatura local, seja através da arborização, bem como da instalação de estruturas que diminuam o clima local. O projeto integra o plano de ações da iniciativa Cidades Emergentes Sustentáveis (ICES) e foi viabilizado através da parceria entre Banco Interamericano de Desenvolvimento (BID), O Ministério da Fazenda Austríaco (BMF – Bundesministerium für Finanzen) e o município de Palmas, por meio do Instituto de Planejamento Urbano de Palmas (IPUP).  Foram realizados estudos sobre a viabilidade econômica do projeto, que prevê a instalação de empreendimentos imobiliários, a exemplo de apartamentos e comércios, que financiariam sua instalação. Outra questão que facilitaria a viabilização do parque é a previsão de implantação em etapas em um horizonte de 25 anos, havendo tempo para o planejamento financeiro de sua instalação. Destaca-se que do custo total para implantação do projeto, estimado em R$ 203.797.634,00, significativa parte, cerca de R$ 170.768.927,00, deverá rertornar  ao município por meio de receitas diversas  oriundas dos investimentos privados na área."
Cities 2019,54650,Prefeitura de Palmas,Brazil, Latin America,Water management,,"O Projeto ""Drenagem Sustentável"" elaborado pelo Instituto de Planejamento Urbano de Palmas, tem a proposta de  proposta de RETER o excesso das águas para DIMINUIR A VELOCIDADE da mesma, dando tempo necessário à absorção pelo solo e evitando erosões. Devido a condição quase plana da cidade, existe a possibilidade de se implantar várias pequenas bacias de contenção nas rotatórias e nas grandes quantidades de áreas verdes, com o diferencial da sustentabilidade através da filtragem e absorção pelo solo, além da associação ao paisagismo, que utiliza-se a atividade biológica de plantas e microorganismos para remover poluentes carreados pelos alagamentos, que serão removidos por absorção, filtração, volatização, decomposição e simples remoção, podendo inclusive servir de instrumento prático para a educação ambiental dos cidadãos. Ao invés de cair in natura e poluída diretamente nos córregos da cidade, a água excedente decorrente da enxurrada poderá ter três destinos: parte será coletada e reutilizada para a aplicação em hidrantes e rega dos jardins públicos, outra parte considerável será absorvida pelo solo, abastecendo o aquífero e possível excesso será redirecionado para a rede de macrodrenagem, o que fará desse sistema um importante instrumento de sustentabilidade no manejo de águas pluviais na cidade."
Cities 2019,54651,Prefeitura de Santo André,Brazil, Latin America,Renewable energy,geração de energia a partir de resíduos sólidos urbanos domiciliares,está sendo desenvolvido o modal tecnológico para posterior busca de parceiros
Cities 2019,54651,Prefeitura de Santo André,Brazil, Latin America,Transport,,"será desenvolvido, a partir da estruturação e processo de consolidação da Política Municipal de Mudanças Climáticas"
Cities 2019,54651,Prefeitura de Santo André,Brazil, Latin America,Waste recycling,,projeto em desenvolvimento para apresentação em curto prazo
Cities 2019,54652,Prefeitura de Osasco,Brazil, Latin America,,,
Cities 2019,54652,Prefeitura de Osasco,Brazil, Latin America,Waste recycling,,"Contrato de concessão de colaboração financeira - Banco Nacional de Desenvolvimento Econômico e Social ( BNDES)  - Resíduos Sólidos . Objetivo: Promover a inclusão social e produtiva dos catadores de materiais recicláveis e gerar benefícios ambientais por meio da ampliação do Programa de Coleta Seletiva Solidária do Município de Osasco. Secretarias responsáveis: Secretaria de Desenvolvimento, Trabalho e Inclusão, Secretaria de Serviços e Obras, Secretaria de Meio Ambiente  e Secretaria de Planejamento e Gestão - SEPLAG."
Cities 2019,54654,Prefeitura de São João da Boa Vista,Brazil, Latin America,,,
Cities 2019,54656,Prefeitura de Vinhedo,Brazil, Latin America,,,
